transaction_id,date,location_id,customer_segment,product_category,quantity,net_revenue,status
T000454,2026-07-20,L02,consumer,Category B,5,55.0,completed
T000455,2026-07-20,L02,consumer,Category A,4,68.0,completed
T000456,2026-07-20,L02,consumer,Category A,5,40.0,completed
T000457,2026-07-20,L02,consumer,Category B,4,84.0,completed
T000458,2026-07-20,L02,business,Category C,2,20.0,completed
T000459,2026-07-20,L03,consumer,Category A,3,42.0,completed
T000460,2026-07-20,L03,consumer,Category A,5,60.0,completed
T000461,2026-07-20,L03,consumer,Category B,2,32.0,completed
T000462,2026-07-20,L03,consumer,Category C,5,110.0,completed
T000463,2026-07-20,L03,business,Category C,2,26.0,completed
T000464,2026-07-20,L03,consumer,Category B,2,16.0,completed
T000465,2026-07-20,L03,consumer,Category A,6,54.0,completed
T000466,2026-07-20,L03,business,Category D,2,18.0,completed
T000467,2026-07-20,L03,consumer,Category D,1,15.0,completed
T000468,2026-07-20,L03,consumer,Category D,3,30.0,completed
T000469,2026-07-20,L03,consumer,Category C,3,69.0,completed
T000470,2026-07-20,L03,consumer,Category A,4,32.0,completed
T000471,2026-07-20,L03,consumer,Category A,6,126.0,completed
T000472,2026-07-20,L03,consumer,Category B,3,24.0,cancelled
T000473,2026-07-21,L01,business,Category C,1,13.0,completed
T000474,2026-07-21,L01,consumer,Category D,5,75.0,completed
T000475,2026-07-21,L01,business,Category A,4,60.0,cancelled
T000476,2026-07-21,L01,consumer,Category A,3,54.0,completed
T000477,2026-07-21,L01,consumer,Category B,3,45.0,completed
T000478,2026-07-21,L01,consumer,Category C,6,150.0,completed
T000479,2026-07-21,L01,consumer,Category B,5,100.0,completed
T000480,2026-07-21,L01,consumer,Category D,5,85.0,completed
T000481,2026-07-21,L01,business,Category A,6,96.0,completed
T000482,2026-07-21,L01,consumer,Category B,1,23.0,completed
T000483,2026-07-21,L01,consumer,Category B,6,144.0,completed
T000484,2026-07-21,L01,business,Category A,5,55.0,completed
T000485,2026-07-21,L01,business,Category B,2,18.0,completed
T000486,2026-07-21,L01,business,Category D,4,88.0,completed
T000487,2026-07-21,L01,consumer,Category D,6,114.0,completed
T000488,2026-07-21,L01,consumer,Category C,2,26.0,completed
T000489,2026-07-21,L01,consumer,Category C,2,44.0,completed
T000490,2026-07-21,L01,consumer,Category B,5,100.0,completed
T000491,2026-07-21,L01,consumer,Category B,3,72.0,completed
T000492,2026-07-21,L01,consumer,Category B,5,55.0,completed
T000493,2026-07-21,L01,consumer,Category C,4,68.0,completed
T000494,2026-07-21,L02,consumer,Category B,3,33.0,completed
T000495,2026-07-21,L02,consumer,Category B,6,126.0,completed
T000496,2026-07-21,L02,consumer,Category B,4,100.0,completed
T000497,2026-07-21,L02,consumer,Category B,5,75.0,completed
T000498,2026-07-21,L02,consumer,Category D,3,51.0,completed
T000499,2026-07-21,L02,consumer,Category B,2,34.0,completed
T000500,2026-07-21,L02,consumer,Category D,3,75.0,completed
T000501,2026-07-21,L02,consumer,Category A,4,60.0,completed
T000502,2026-07-21,L02,consumer,Category A,1,23.0,completed
T000503,2026-07-21,L02,consumer,Category A,3,51.0,completed
T000504,2026-07-21,L02,business,Category D,6,60.0,completed
T000505,2026-07-21,L02,consumer,Category A,6,48.0,completed
T000506,2026-07-21,L02,consumer,Category C,5,110.0,completed
T000507,2026-07-21,L02,consumer,Category C,2,32.0,completed
T000508,2026-07-21,L02,consumer,Category C,3,75.0,completed
T000509,2026-07-21,L03,consumer,Category C,1,9.0,completed
T000510,2026-07-21,L03,consumer,Category C,2,34.0,completed
T000511,2026-07-21,L03,consumer,Category D,6,120.0,completed
T000512,2026-07-21,L03,business,Category C,3,69.0,cancelled
T000513,2026-07-21,L03,consumer,Category B,4,44.0,completed
T000514,2026-07-21,L03,consumer,Category D,3,66.0,completed
T000515,2026-07-21,L03,consumer,Category B,2,18.0,completed
T000516,2026-07-21,L03,business,Category A,4,84.0,completed
T000517,2026-07-21,L03,consumer,Category B,6,114.0,completed
T000518,2026-07-21,L03,business,Category A,2,46.0,completed
T000519,2026-07-21,L03,consumer,Category C,3,36.0,completed
T000520,2026-07-21,L03,consumer,Category B,2,16.0,completed
T000521,2026-07-21,L03,consumer,Category B,3,27.0,completed
T000522,2026-07-21,L03,consumer,Category C,1,12.0,completed
T000523,2026-07-22,L01,consumer,Category A,4,44.0,completed
T000524,2026-07-22,L01,consumer,Category D,3,27.0,completed
T000525,2026-07-22,L01,consumer,Category D,2,48.0,completed
T000526,2026-07-22,L01,consumer,Category B,1,9.0,completed
T000527,2026-07-22,L01,consumer,Category C,5,90.0,completed
T000528,2026-07-22,L01,consumer,Category B,4,48.0,completed
T000529,2026-07-22,L01,consumer,Category D,1,9.0,completed
T000530,2026-07-22,L01,consumer,Category D,2,44.0,completed
T000531,2026-07-22,L01,consumer,Category D,3,63.0,completed
T000532,2026-07-22,L01,consumer,Category D,6,48.0,cancelled
T000533,2026-07-22,L01,consumer,Category A,5,60.0,completed
T000534,2026-07-22,L01,consumer,Category B,3,72.0,completed
T000535,2026-07-22,L01,consumer,Category B,2,24.0,completed
T000536,2026-07-22,L01,consumer,Category C,2,22.0,completed
T000537,2026-07-22,L01,business,Category C,6,126.0,completed
T000538,2026-07-22,L01,consumer,Category A,2,36.0,completed
T000539,2026-07-22,L01,consumer,Category A,3,48.0,completed
T000540,2026-07-22,L01,consumer,Category A,3,51.0,completed
T000541,2026-07-22,L01,consumer,Category B,3,45.0,completed
T000542,2026-07-22,L01,consumer,Category D,1,14.0,cancelled
T000543,2026-07-22,L02,consumer,Category A,4,76.0,completed
T000544,2026-07-22,L02,business,Category C,1,8.0,completed
T000545,2026-07-22,L02,consumer,Category C,2,36.0,completed
T000546,2026-07-22,L02,consumer,Category B,6,108.0,completed
T000547,2026-07-22,L02,consumer,Category B,3,33.0,completed
T000548,2026-07-22,L02,consumer,Category B,2,48.0,completed
T000549,2026-07-22,L02,consumer,Category C,6,96.0,completed
T000550,2026-07-22,L02,consumer,Category B,6,102.0,completed
T000551,2026-07-22,L02,consumer,Category C,6,84.0,completed
T000552,2026-07-22,L02,consumer,Category B,3,51.0,completed
T000553,2026-07-22,L02,consumer,Category B,6,96.0,completed
T000554,2026-07-22,L02,consumer,Category B,6,132.0,completed
T000555,2026-07-22,L02,consumer,Category A,3,69.0,completed
T000556,2026-07-22,L02,business,Category D,1,17.0,completed
T000557,2026-07-22,L02,consumer,Category B,1,22.0,completed
T000558,2026-07-22,L02,consumer,Category C,4,92.0,completed
T000559,2026-07-22,L02,consumer,Category A,3,42.0,completed
T000560,2026-07-22,L02,consumer,Category B,2,26.0,completed
T000561,2026-07-22,L02,business,Category D,1,21.0,completed
T000562,2026-07-22,L03,consumer,Category C,5,75.0,completed
T000563,2026-07-22,L03,consumer,Category A,6,144.0,completed
T000564,2026-07-22,L03,business,Category B,1,15.0,completed
T000565,2026-07-22,L03,consumer,Category C,3,42.0,completed
T000566,2026-07-22,L03,consumer,Category B,6,150.0,completed
T000567,2026-07-22,L03,consumer,Category C,5,65.0,cancelled
T000568,2026-07-22,L03,consumer,Category A,3,36.0,cancelled
T000569,2026-07-22,L03,business,Category C,5,65.0,completed
T000570,2026-07-22,L03,consumer,Category A,2,42.0,completed
T000571,2026-07-22,L03,consumer,Category A,1,17.0,completed
T000572,2026-07-22,L03,consumer,Category D,3,39.0,completed
T000573,2026-07-22,L03,consumer,Category A,4,84.0,completed
T000574,2026-07-22,L03,consumer,Category A,1,19.0,completed
T000575,2026-07-22,L03,business,Category D,2,38.0,completed
T000576,2026-07-23,L01,consumer,Category B,2,18.0,completed
T000577,2026-07-23,L01,consumer,Category D,6,90.0,completed
T000578,2026-07-23,L01,business,Category D,5,55.0,completed
T000579,2026-07-23,L01,consumer,Category A,5,65.0,completed
T000580,2026-07-23,L01,business,Category D,3,33.0,completed
T000581,2026-07-23,L01,business,Category C,6,84.0,completed
T000582,2026-07-23,L01,consumer,Category C,1,24.0,completed
T000583,2026-07-23,L01,consumer,Category C,1,16.0,completed
T000584,2026-07-23,L01,consumer,Category C,1,24.0,completed
T000585,2026-07-23,L01,consumer,Category A,5,60.0,completed
T000586,2026-07-23,L01,consumer,Category B,4,52.0,completed
T000587,2026-07-23,L01,consumer,Category A,3,51.0,completed
T000588,2026-07-23,L01,consumer,Category C,6,78.0,completed
T000589,2026-07-23,L01,consumer,Category D,6,48.0,completed
T000590,2026-07-23,L01,consumer,Category C,5,105.0,completed
T000591,2026-07-23,L01,consumer,Category D,1,24.0,completed
T000592,2026-07-23,L02,consumer,Category B,3,72.0,completed
T000593,2026-07-23,L02,consumer,Category A,6,108.0,completed
T000594,2026-07-23,L02,consumer,Category D,6,72.0,completed
T000595,2026-07-23,L02,consumer,Category B,6,144.0,completed
T000596,2026-07-23,L02,consumer,Category B,5,45.0,completed
T000597,2026-07-23,L02,consumer,Category A,1,11.0,completed
T000598,2026-07-23,L02,business,Category B,6,138.0,completed
T000599,2026-07-23,L02,business,Category D,6,102.0,completed
T000600,2026-07-23,L02,consumer,Category D,1,20.0,completed
T000601,2026-07-23,L02,consumer,Category C,2,32.0,completed
T000602,2026-07-23,L02,consumer,Category B,4,80.0,completed
T000603,2026-07-23,L02,consumer,Category D,6,72.0,completed
T000604,2026-07-23,L02,consumer,Category B,4,100.0,completed
T000605,2026-07-23,L02,consumer,Category D,4,80.0,completed
T000606,2026-07-23,L03,consumer,Category B,5,60.0,completed
T000607,2026-07-23,L03,consumer,Category C,4,88.0,completed
T000608,2026-07-23,L03,consumer,Category A,4,52.0,completed
T000609,2026-07-23,L03,consumer,Category B,3,60.0,completed
T000610,2026-07-23,L03,consumer,Category C,4,68.0,completed
T000611,2026-07-23,L03,consumer,Category A,1,13.0,completed
T000612,2026-07-23,L03,consumer,Category D,6,78.0,completed
T000613,2026-07-23,L03,consumer,Category C,1,22.0,completed
T000614,2026-07-23,L03,business,Category C,5,60.0,completed
T000615,2026-07-23,L03,consumer,Category C,3,27.0,completed
T000616,2026-07-23,L03,consumer,Category B,1,18.0,completed
T000617,2026-07-23,L03,business,Category A,2,16.0,completed
T000618,2026-07-23,L03,consumer,Category A,3,69.0,completed
T000619,2026-07-23,L03,consumer,Category C,5,55.0,completed
T000620,2026-07-24,L01,consumer,Category D,2,24.0,completed
T000621,2026-07-24,L01,consumer,Category D,2,38.0,cancelled
T000622,2026-07-24,L01,consumer,Category A,4,60.0,completed
T000623,2026-07-24,L01,consumer,Category B,3,36.0,completed
T000624,2026-07-24,L01,business,Category B,1,24.0,completed
T000625,2026-07-24,L01,consumer,Category B,3,63.0,completed
T000626,2026-07-24,L01,consumer,Category B,3,33.0,completed
T000627,2026-07-24,L01,consumer,Category A,6,48.0,completed
T000628,2026-07-24,L01,consumer,Category D,1,11.0,completed
T000629,2026-07-24,L01,business,Category D,5,110.0,completed
T000630,2026-07-24,L01,consumer,Category A,5,40.0,completed
T000631,2026-07-24,L01,business,Category C,4,68.0,completed
T000632,2026-07-24,L01,consumer,Category B,2,38.0,cancelled
T000633,2026-07-24,L01,consumer,Category A,2,40.0,completed
T000634,2026-07-24,L01,consumer,Category B,3,51.0,completed
T000635,2026-07-24,L01,consumer,Category A,4,48.0,completed
T000636,2026-07-24,L01,business,Category D,1,12.0,completed
T000637,2026-07-24,L02,consumer,Category C,6,72.0,completed
T000638,2026-07-24,L02,business,Category A,1,9.0,completed
T000639,2026-07-24,L02,consumer,Category B,1,15.0,completed
T000640,2026-07-24,L02,consumer,Category D,5,60.0,completed
T000641,2026-07-24,L02,consumer,Category D,3,39.0,completed
T000642,2026-07-24,L02,consumer,Category D,5,60.0,completed
T000643,2026-07-24,L02,business,Category D,6,78.0,completed
T000644,2026-07-24,L02,consumer,Category B,2,32.0,completed
T000645,2026-07-24,L02,consumer,Category A,1,10.0,completed
T000646,2026-07-24,L02,consumer,Category A,6,150.0,completed
T000647,2026-07-24,L02,consumer,Category C,2,38.0,completed
T000648,2026-07-24,L02,consumer,Category B,2,20.0,completed
T000649,2026-07-24,L02,consumer,Category C,5,55.0,completed
T000650,2026-07-24,L03,consumer,Category D,6,138.0,completed
T000651,2026-07-24,L03,consumer,Category C,5,40.0,completed
T000652,2026-07-24,L03,consumer,Category A,1,10.0,completed
T000653,2026-07-24,L03,consumer,Category D,6,132.0,completed
T000654,2026-07-24,L03,consumer,Category A,1,23.0,completed
T000655,2026-07-24,L03,consumer,Category B,6,60.0,completed
T000656,2026-07-24,L03,consumer,Category B,4,60.0,completed
T000657,2026-07-24,L03,consumer,Category B,4,32.0,completed
T000658,2026-07-24,L03,consumer,Category C,3,66.0,completed
T000659,2026-07-24,L03,consumer,Category A,3,45.0,completed
T000660,2026-07-24,L03,consumer,Category C,6,54.0,completed
T000661,2026-07-24,L03,consumer,Category C,5,125.0,completed
T000662,2026-07-25,L01,consumer,Category A,5,100.0,completed
T000663,2026-07-25,L01,consumer,Category B,5,45.0,completed
T000664,2026-07-25,L01,consumer,Category B,3,75.0,completed
T000665,2026-07-25,L01,consumer,Category B,2,42.0,completed
T000666,2026-07-25,L01,consumer,Category A,4,60.0,completed
T000667,2026-07-25,L01,business,Category C,1,13.0,completed
T000668,2026-07-25,L01,consumer,Category C,6,72.0,completed
T000669,2026-07-25,L01,consumer,Category C,2,44.0,completed
T000670,2026-07-25,L01,consumer,Category C,5,95.0,completed
T000671,2026-07-25,L01,consumer,Category D,4,88.0,completed
T000672,2026-07-25,L01,consumer,Category A,1,22.0,completed
T000673,2026-07-25,L01,consumer,Category C,4,88.0,completed
T000674,2026-07-25,L01,consumer,Category A,2,36.0,completed
T000675,2026-07-25,L01,consumer,Category D,4,72.0,completed
T000676,2026-07-25,L01,consumer,Category C,5,65.0,completed
T000677,2026-07-25,L01,consumer,Category C,5,80.0,completed
T000678,2026-07-25,L01,consumer,Category B,1,18.0,completed
T000679,2026-07-25,L01,consumer,Category A,2,28.0,completed
T000680,2026-07-25,L02,consumer,Category C,2,46.0,completed
T000681,2026-07-25,L02,consumer,Category A,5,60.0,completed
T000682,2026-07-25,L02,consumer,Category A,1,20.0,completed
T000683,2026-07-25,L02,consumer,Category A,4,48.0,completed
T000684,2026-07-25,L02,consumer,Category D,2,20.0,completed
T000685,2026-07-25,L02,business,Category A,6,120.0,completed
T000686,2026-07-25,L02,consumer,Category B,2,46.0,completed
T000687,2026-07-25,L02,business,Category A,4,64.0,completed
T000688,2026-07-25,L02,consumer,Category A,5,50.0,completed
T000689,2026-07-25,L02,consumer,Category B,4,80.0,completed
T000690,2026-07-25,L02,business,Category D,2,22.0,completed
T000691,2026-07-25,L02,consumer,Category D,1,15.0,completed
T000692,2026-07-25,L02,consumer,Category A,5,40.0,completed
T000693,2026-07-25,L02,consumer,Category C,1,11.0,completed
T000694,2026-07-25,L03,business,Category D,6,102.0,completed
T000695,2026-07-25,L03,consumer,Category D,6,60.0,completed
T000696,2026-07-25,L03,consumer,Category A,4,44.0,completed
T000697,2026-07-25,L03,consumer,Category D,6,78.0,completed
T000698,2026-07-25,L03,consumer,Category D,3,27.0,completed
T000699,2026-07-25,L03,business,Category D,6,60.0,completed
T000700,2026-07-25,L03,consumer,Category A,2,32.0,completed
T000701,2026-07-25,L03,consumer,Category D,3,75.0,completed
T000702,2026-07-25,L03,consumer,Category C,4,96.0,completed
T000703,2026-07-25,L03,consumer,Category A,2,50.0,completed
T000704,2026-07-25,L03,consumer,Category B,3,60.0,completed
T000705,2026-07-25,L03,business,Category C,1,24.0,completed
T000706,2026-07-25,L03,consumer,Category B,2,34.0,completed
T000707,2026-07-25,L03,consumer,Category C,6,90.0,completed
T000708,2026-07-25,L03,consumer,Category B,6,48.0,completed
T000709,2026-07-25,L03,consumer,Category D,4,60.0,completed
T000710,2026-07-25,L03,consumer,Category A,4,40.0,completed
T000711,2026-07-25,L03,consumer,Category A,6,114.0,completed
T000712,2026-07-25,L03,consumer,Category D,5,85.0,completed
T000713,2026-07-26,L01,consumer,Category A,4,84.0,completed
T000714,2026-07-26,L01,consumer,Category A,1,8.0,completed
T000715,2026-07-26,L01,consumer,Category B,2,16.0,completed
T000716,2026-07-26,L01,consumer,Category C,2,50.0,completed
T000717,2026-07-26,L01,consumer,Category A,2,38.0,completed
T000718,2026-07-26,L01,consumer,Category B,4,64.0,completed
T000719,2026-07-26,L01,consumer,Category D,4,72.0,completed
T000720,2026-07-26,L01,consumer,Category A,4,36.0,completed
T000721,2026-07-26,L01,consumer,Category C,4,72.0,completed
T000722,2026-07-26,L01,consumer,Category B,6,66.0,completed
T000723,2026-07-26,L01,consumer,Category D,6,60.0,completed
T000724,2026-07-26,L01,consumer,Category B,1,14.0,completed
T000725,2026-07-26,L01,consumer,Category C,6,144.0,completed
T000726,2026-07-26,L01,consumer,Category A,3,24.0,completed
T000727,2026-07-26,L01,consumer,Category C,3,48.0,completed
T000728,2026-07-26,L02,consumer,Category A,6,102.0,completed
T000729,2026-07-26,L02,consumer,Category B,4,68.0,completed
T000730,2026-07-26,L02,consumer,Category D,2,34.0,completed
T000731,2026-07-26,L02,consumer,Category C,4,100.0,completed
T000732,2026-07-26,L02,consumer,Category B,6,150.0,completed
T000733,2026-07-26,L02,consumer,Category B,6,102.0,completed
T000734,2026-07-26,L02,consumer,Category C,1,13.0,completed
T000735,2026-07-26,L02,business,Category D,2,38.0,completed
T000736,2026-07-26,L02,consumer,Category B,4,72.0,completed
T000737,2026-07-26,L02,consumer,Category A,4,84.0,completed
T000738,2026-07-26,L02,consumer,Category C,5,60.0,completed
T000739,2026-07-26,L02,consumer,Category A,4,92.0,completed
T000740,2026-07-26,L02,consumer,Category B,5,100.0,completed
T000741,2026-07-26,L02,business,Category D,5,65.0,completed
T000742,2026-07-26,L02,consumer,Category A,3,57.0,completed
T000743,2026-07-26,L02,consumer,Category B,5,125.0,completed
T000744,2026-07-26,L03,consumer,Category B,4,48.0,completed
T000745,2026-07-26,L03,consumer,Category A,3,27.0,completed
T000746,2026-07-26,L03,business,Category B,1,22.0,completed
T000747,2026-07-26,L03,consumer,Category D,2,28.0,completed
T000748,2026-07-26,L03,business,Category B,4,68.0,completed
T000749,2026-07-26,L03,business,Category A,6,150.0,completed
T000750,2026-07-26,L03,consumer,Category D,4,36.0,completed
T000751,2026-07-26,L03,consumer,Category A,1,8.0,completed
T000752,2026-07-26,L03,consumer,Category B,6,90.0,completed
T000753,2026-07-26,L03,consumer,Category D,1,13.0,completed
T000754,2026-07-26,L03,consumer,Category C,5,85.0,completed
T000755,2026-07-26,L03,consumer,Category A,3,42.0,completed
T000756,2026-07-26,L03,business,Category C,3,48.0,completed
T000757,2026-07-26,L03,consumer,Category B,6,144.0,cancelled
T000758,2026-07-26,L03,business,Category A,1,14.0,completed
T000759,2026-07-26,L03,business,Category B,2,28.0,completed
T000760,2026-07-26,L03,consumer,Category C,2,22.0,completed
T000761,2026-07-26,L03,consumer,Category B,5,50.0,completed
T000762,2026-07-27,L01,consumer,Category A,4,100.0,completed
T000763,2026-07-27,L01,consumer,Category D,4,44.0,completed
T000764,2026-07-27,L01,consumer,Category C,5,80.0,completed
T000765,2026-07-27,L01,consumer,Category C,6,108.0,completed
T000766,2026-07-27,L01,business,Category C,4,56.0,completed
T000767,2026-07-27,L01,consumer,Category C,3,45.0,completed
T000768,2026-07-27,L01,consumer,Category B,6,144.0,completed
T000769,2026-07-27,L01,consumer,Category A,2,32.0,completed
T000770,2026-07-27,L01,consumer,Category C,6,114.0,completed
T000771,2026-07-27,L01,business,Category C,4,52.0,completed
T000772,2026-07-27,L01,consumer,Category D,4,80.0,completed
T000773,2026-07-27,L01,consumer,Category B,2,34.0,completed
T000774,2026-07-27,L01,consumer,Category B,1,21.0,completed
T000775,2026-07-27,L01,consumer,Category C,4,60.0,completed
T000776,2026-07-27,L01,consumer,Category D,6,126.0,completed
T000777,2026-07-27,L02,consumer,Category B,3,36.0,completed
T000778,2026-07-27,L02,consumer,Category D,4,88.0,completed
T000779,2026-07-27,L02,consumer,Category B,2,48.0,completed
T000780,2026-07-27,L02,consumer,Category D,2,50.0,completed
T000781,2026-07-27,L02,business,Category B,4,36.0,completed
T000782,2026-07-27,L02,consumer,Category D,5,60.0,completed
T000783,2026-07-27,L02,consumer,Category A,3,72.0,completed
T000784,2026-07-27,L02,consumer,Category A,6,48.0,completed
T000785,2026-07-27,L02,consumer,Category C,5,110.0,completed
T000786,2026-07-27,L02,consumer,Category C,4,44.0,completed
T000787,2026-07-27,L02,business,Category C,1,24.0,completed
T000788,2026-07-27,L02,consumer,Category A,4,56.0,completed
T000789,2026-07-27,L02,consumer,Category B,3,27.0,completed
T000790,2026-07-27,L02,consumer,Category B,2,44.0,completed
T000791,2026-07-27,L02,consumer,Category D,4,68.0,completed
T000792,2026-07-27,L02,consumer,Category B,6,120.0,completed
T000793,2026-07-27,L02,consumer,Category A,2,18.0,completed
T000794,2026-07-27,L03,consumer,Category C,4,80.0,completed
T000795,2026-07-27,L03,consumer,Category C,1,24.0,completed
T000796,2026-07-27,L03,consumer,Category A,1,16.0,completed
T000797,2026-07-27,L03,consumer,Category A,5,110.0,completed
T000798,2026-07-27,L03,consumer,Category D,3,69.0,completed
T000799,2026-07-27,L03,business,Category D,1,25.0,completed
T000800,2026-07-27,L03,consumer,Category D,3,39.0,completed
T000801,2026-07-27,L03,consumer,Category D,4,56.0,completed
T000802,2026-07-27,L03,consumer,Category D,4,60.0,completed
T000803,2026-07-27,L03,business,Category A,2,16.0,completed
T000804,2026-07-27,L03,consumer,Category A,5,85.0,completed
T000805,2026-07-27,L03,consumer,Category C,1,24.0,completed
T000806,2026-07-27,L03,consumer,Category C,3,69.0,cancelled
T000807,2026-07-27,L03,consumer,Category A,4,92.0,completed
T000808,2026-07-28,L01,business,Category B,4,56.0,completed
T000809,2026-07-28,L01,consumer,Category D,4,96.0,cancelled
T000810,2026-07-28,L01,consumer,Category C,2,24.0,completed
T000811,2026-07-28,L01,consumer,Category D,5,65.0,completed
T000812,2026-07-28,L01,consumer,Category D,2,22.0,completed
T000813,2026-07-28,L01,consumer,Category A,3,24.0,completed
T000814,2026-07-28,L01,business,Category D,6,90.0,completed
T000815,2026-07-28,L01,business,Category D,1,19.0,completed
T000816,2026-07-28,L01,consumer,Category D,3,30.0,completed
T000817,2026-07-28,L01,business,Category C,6,126.0,completed
T000818,2026-07-28,L01,consumer,Category D,4,72.0,completed
T000819,2026-07-28,L01,business,Category D,1,19.0,completed
T000820,2026-07-28,L01,consumer,Category A,6,66.0,completed
T000821,2026-07-28,L01,consumer,Category A,1,25.0,completed
T000822,2026-07-28,L01,consumer,Category B,2,26.0,completed
T000823,2026-07-28,L01,consumer,Category C,2,42.0,completed
T000824,2026-07-28,L01,consumer,Category B,1,17.0,completed
T000825,2026-07-28,L01,business,Category C,3,48.0,completed
T000826,2026-07-28,L01,consumer,Category D,3,69.0,completed
T000827,2026-07-28,L01,consumer,Category D,5,55.0,completed
T000828,2026-07-28,L02,consumer,Category C,1,18.0,completed
T000829,2026-07-28,L02,consumer,Category C,4,100.0,completed
T000830,2026-07-28,L02,consumer,Category B,2,44.0,completed
T000831,2026-07-28,L02,consumer,Category D,6,60.0,completed
T000832,2026-07-28,L02,business,Category A,1,19.0,completed
T000833,2026-07-28,L02,consumer,Category D,1,18.0,completed
T000834,2026-07-28,L02,consumer,Category C,5,120.0,completed
T000835,2026-07-28,L02,consumer,Category A,4,100.0,completed
T000836,2026-07-28,L02,consumer,Category D,2,16.0,completed
T000837,2026-07-28,L02,consumer,Category D,3,54.0,completed
T000838,2026-07-28,L02,business,Category D,3,57.0,completed
T000839,2026-07-28,L02,consumer,Category D,4,72.0,completed
T000840,2026-07-28,L02,consumer,Category B,4,32.0,completed
T000841,2026-07-28,L02,consumer,Category C,4,44.0,completed
T000842,2026-07-28,L02,business,Category B,3,48.0,completed
T000843,2026-07-28,L02,consumer,Category D,3,42.0,completed
T000844,2026-07-28,L02,consumer,Category C,4,92.0,completed
T000845,2026-07-28,L02,consumer,Category C,5,65.0,completed
T000846,2026-07-28,L02,consumer,Category B,2,26.0,completed
T000847,2026-07-28,L02,consumer,Category C,3,30.0,completed
T000848,2026-07-28,L02,consumer,Category C,2,18.0,completed
T000849,2026-07-28,L03,consumer,Category B,5,45.0,completed
T000850,2026-07-28,L03,consumer,Category C,1,10.0,completed
T000851,2026-07-28,L03,consumer,Category C,1,14.0,completed
T000852,2026-07-28,L03,consumer,Category A,2,48.0,completed
T000853,2026-07-28,L03,business,Category C,5,95.0,completed
T000854,2026-07-28,L03,consumer,Category A,1,8.0,cancelled
T000855,2026-07-28,L03,consumer,Category D,6,84.0,completed
T000856,2026-07-28,L03,consumer,Category D,4,76.0,cancelled
T000857,2026-07-28,L03,consumer,Category A,3,69.0,completed
T000858,2026-07-28,L03,consumer,Category C,3,75.0,completed
T000859,2026-07-28,L03,consumer,Category D,6,60.0,completed
T000860,2026-07-28,L03,consumer,Category A,2,26.0,completed
T000861,2026-07-29,L01,consumer,Category C,6,150.0,completed
T000862,2026-07-29,L01,consumer,Category C,4,60.0,completed
T000863,2026-07-29,L01,consumer,Category C,4,60.0,completed
T000864,2026-07-29,L01,consumer,Category D,5,80.0,completed
T000865,2026-07-29,L01,consumer,Category A,6,108.0,completed
T000866,2026-07-29,L01,consumer,Category B,4,80.0,completed
T000867,2026-07-29,L01,consumer,Category D,6,108.0,completed
T000868,2026-07-29,L01,consumer,Category D,6,96.0,completed
T000869,2026-07-29,L01,business,Category B,2,36.0,completed
T000870,2026-07-29,L01,consumer,Category C,4,60.0,completed
T000871,2026-07-29,L01,consumer,Category D,3,63.0,completed
T000872,2026-07-29,L01,consumer,Category A,5,65.0,completed
T000873,2026-07-29,L01,consumer,Category C,1,13.0,completed
T000874,2026-07-29,L01,consumer,Category B,6,132.0,completed
T000875,2026-07-29,L01,consumer,Category D,5,110.0,completed
T000876,2026-07-29,L01,consumer,Category B,5,110.0,completed
T000877,2026-07-29,L01,consumer,Category C,6,108.0,completed
T000878,2026-07-29,L01,business,Category C,2,30.0,completed
T000879,2026-07-29,L01,consumer,Category A,1,15.0,completed
T000880,2026-07-29,L01,business,Category D,3,57.0,cancelled
T000881,2026-07-29,L02,business,Category D,2,44.0,completed
T000882,2026-07-29,L02,consumer,Category B,1,24.0,completed
T000883,2026-07-29,L02,consumer,Category B,6,108.0,completed
T000884,2026-07-29,L02,consumer,Category A,2,40.0,completed
T000885,2026-07-29,L02,consumer,Category C,6,66.0,completed
T000886,2026-07-29,L02,consumer,Category B,6,120.0,completed
T000887,2026-07-29,L02,consumer,Category D,1,14.0,completed
T000888,2026-07-29,L02,consumer,Category B,5,90.0,completed
T000889,2026-07-29,L02,consumer,Category A,4,36.0,completed
T000890,2026-07-29,L02,consumer,Category B,2,22.0,completed
T000891,2026-07-29,L02,consumer,Category B,3,72.0,completed
T000892,2026-07-29,L02,consumer,Category A,4,72.0,completed
T000893,2026-07-29,L02,consumer,Category C,3,36.0,completed
T000894,2026-07-29,L02,consumer,Category D,3,66.0,completed
T000895,2026-07-29,L02,consumer,Category A,1,14.0,completed
T000896,2026-07-29,L02,consumer,Category B,3,69.0,completed
T000897,2026-07-29,L03,consumer,Category B,1,20.0,completed
T000898,2026-07-29,L03,consumer,Category B,1,20.0,completed
T000899,2026-07-29,L03,consumer,Category D,4,56.0,completed
T000900,2026-07-29,L03,consumer,Category D,1,14.0,completed
T000901,2026-07-29,L03,business,Category A,4,76.0,completed
T000902,2026-07-29,L03,consumer,Category D,6,60.0,completed
T000903,2026-07-29,L03,business,Category D,6,114.0,completed
T000904,2026-07-29,L03,consumer,Category B,6,102.0,completed
T000905,2026-07-29,L03,business,Category D,6,54.0,completed
T000906,2026-07-29,L03,consumer,Category C,4,84.0,completed
T000907,2026-07-29,L03,consumer,Category B,3,54.0,completed
